cidade,codestacao,datahora,id_sensor,latitude,longitude,nome,offset,qualificacao,uf,valor
RECIFE,261160614A,2026-04-07 00:10:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.2
RECIFE,261160614A,2026-04-07 00:20:00,10,-8.013,-34.881,Campina do Barreto,,0,PE,0.0
RECIFE,261160614A,2026-04-07 00:50:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.2
RECIFE,261160614A,2026-04-07 01:00:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.39268
RECIFE,261160614A,2026-04-07 01:10:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.2
RECIFE,261160614A,2026-04-07 01:20:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.39268
RECIFE,261160614A,2026-04-07 01:30:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.2
RECIFE,261160614A,2026-04-07 01:40:00,10,-8.013,-34.881,Campina do Barreto,,4,PE,0.2
RECIFE,261160609A,2026-04-07 00:10:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.2
RECIFE,261160609A,2026-04-07 00:40:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.2
RECIFE,261160609A,2026-04-07 00:50:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.58902
RECIFE,261160609A,2026-04-07 01:00:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.39268
RECIFE,261160609A,2026-04-07 01:10:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.2
RECIFE,261160609A,2026-04-07 01:20:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,1.57072
RECIFE,261160609A,2026-04-07 01:30:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,1.3746373462
RECIFE,261160609A,2026-04-07 01:40:00,10,-8.120975,-34.913983,Imbiribeira,,4,PE,0.39268
RECIFE,261160618A,2026-04-07 00:20:00,10,-8.037,-34.884,Torreão,,4,PE,0.2
RECIFE,261160618A,2026-04-07 00:40:00,10,-8.037,-34.884,Torreão,,4,PE,1.5750377559
